50
0
2
1
8
3
9
5
1
6
1
2
6
10
1
4
10
8
3
8
7
4
4
8
7
9
8
6
6
9
9
2
7
5
9
4
7
3
8
8
3
8
9
10
2
4
3
2
2
6
9
0 40 11
0 25 11
0 24 9
0 48 12
0 28 9
1 20 9
1 2 10
1 43 9
1 28 13
1 12 9
1 48 11
2 25 13
2 32 11
2 44 8
2 17 7
2 45 7
2 5 10
3 6 11
3 8 11
3 15 12
3 19 13
2 3 14
4 26 9
4 20 10
4 13 12
4 8 12
3 5 11
1 5 11
5 26 10
5 30 12
5 15 9
6 33 9
6 46 11
6 13 11
6 39 12
6 10 10
7 49 12
7 38 9
7 25 7
6 7 12
5 7 10
8 21 11
8 45 10
7 8 12
8 41 12
0 9 9
2 9 6
1 9 11
6 9 11
10 23 9
10 42 9
10 11 11
10 38 8
2 10 9
11 18 14
11 27 8
11 24 12
11 37 12
12 34 8
12 44 11
4 12 7
12 28 11
12 35 12
9 12 10
13 26 11
9 13 10
13 37 11
8 13 13
0 13 11
1 13 8
14 46 12
14 32 13
10 14 8
14 25 11
1 14 12
15 34 10
15 16 12
9 15 12
15 43 8
12 15 12
0 16 12
16 25 10
16 27 8
16 42 9
16 18 11
17 46 11
17 47 12
17 28 13
17 40 8
18 33 12
18 26 6
13 18 7
9 18 10
12 18 9
19 36 12
19 39 10
10 19 10
19 23 8
17 19 10
19 45 8
20 38 10
20 47 13
19 20 14
20 35 12
9 20 8
21 39 12
17 21 9
21 46 10
21 22 11
12 21 7
8 22 13
22 45 10
14 22 6
22 48 13
19 22 11
22 44 10
22 41 10
12 23 10
23 36 8
23 25 12
18 23 9
13 23 10
20 24 14
9 24 7
24 45 10
24 47 5
4 24 10
25 27 13
25 45 13
25 37 10
6 25 8
11 25 8
17 25 11
26 44 9
8 26 9
26 49 10
7 26 12
26 27 12
13 27 12
27 29 10
27 34 10
27 43 11
27 44 13
28 40 12
14 28 11
28 36 9
21 28 10
28 38 12
28 31 11
18 29 9
9 29 8
29 35 10
29 47 9
29 46 12
19 30 7
3 30 12
4 30 13
30 45 14
31 37 12
10 31 10
29 31 12
31 41 9
18 31 10
31 44 11
32 39 12
28 32 12
19 32 10
32 43 12
8 32 10
28 33 16
33 49 11
27 33 12
7 33 9
34 39 7
4 34 10
20 34 11
3 34 11
9 34 9
31 34 13
35 49 13
35 47 10
32 35 8
34 35 10
25 35 12
31 35 12
36 38 10
34 36 13
1 36 13
37 38 13
28 37 10
37 48 11
1 37 12
25 38 14
0 38 10
33 38 11
38 45 9
27 38 9
22 39 10
9 39 11
2 39 9
31 39 11
7 40 9
40 48 10
21 40 12
2 40 10
8 40 10
3 40 10
11 41 10
41 45 10
21 41 10
34 41 8
10 41 11
1 42 11
42 46 11
42 49 12
18 42 11
35 42 11
17 43 12
28 43 5
24 43 10
43 47 9
40 43 8
37 43 13
25 44 9
30 44 7
42 44 11
14 44 15
24 44 11
34 44 13
17 45 14
32 45 10
42 45 12
29 45 11
15 45 10
44 46 7
5 46 11
41 46 12
15 46 11
33 46 14
34 47 11
45 47 7
2 47 10
0 47 10
32 47 14
18 48 13
6 48 14
12 48 14
42 48 8
27 48 9
33 48 7
28 49 14
13 49 11
38 49 10
18 49 12
