50
0
6
10
3
5
3
5
6
3
2
3
5
1
1
9
6
7
5
6
9
8
3
8
8
4
4
8
9
6
5
8
8
7
3
5
10
9
8
5
6
5
3
3
9
1
10
7
8
5
6
0 14 7
0 1 7
0 41 9
0 21 9
0 37 9
1 5 8
1 39 11
1 3 10
1 41 7
1 14 12
2 11 16
2 29 7
2 26 12
2 36 12
2 33 13
2 7 11
3 5 9
3 13 7
3 16 6
3 32 10
3 28 9
3 40 12
1 4 7
4 11 11
4 12 11
5 21 9
5 17 9
5 35 7
5 48 12
5 15 14
6 26 9
6 20 12
6 31 11
6 33 11
0 6 10
7 47 11
7 49 13
7 11 12
7 22 9
8 39 12
2 8 14
1 8 11
8 30 10
8 17 8
8 24 11
9 14 12
9 34 8
9 37 10
9 47 10
1 9 10
5 10 11
10 24 9
10 11 10
11 15 10
11 28 6
11 32 12
11 24 11
11 47 7
11 49 11
12 22 9
12 41 13
11 12 9
12 23 9
12 38 11
13 16 10
13 14 13
8 13 10
13 20 9
14 49 7
14 38 13
14 48 11
11 14 10
14 15 12
15 17 11
7 15 7
8 15 14
15 36 11
16 44 7
16 35 10
16 25 11
16 23 9
16 29 13
17 29 12
17 34 11
17 43 11
6 17 10
17 37 8
17 38 15
18 20 9
18 28 9
18 47 7
18 35 8
18 22 11
19 41 12
10 19 11
11 19 14
19 42 13
19 29 12
19 45 11
19 26 12
20 24 12
20 27 10
20 44 12
2 20 14
20 45 12
20 25 11
20 43 10
7 21 7
3 21 10
21 46 10
21 44 10
13 21 12
21 36 10
22 49 9
0 22 13
22 38 11
20 22 10
5 22 10
22 27 12
23 49 12
23 31 11
19 23 11
3 23 11
23 28 8
24 36 12
24 42 8
18 24 11
24 33 9
24 47 8
25 49 14
21 25 16
25 42 10
19 25 9
26 48 9
26 47 5
11 26 12
26 32 10
13 26 12
26 27 10
27 32 13
7 27 7
27 41 9
20 28 10
28 44 10
27 28 10
8 29 13
18 29 11
24 29 10
11 29 10
29 45 12
7 30 11
30 32 12
2 30 10
30 33 10
17 30 14
18 30 9
31 37 10
29 31 7
30 31 10
31 47 8
27 31 12
32 42 13
32 43 12
32 39 13
13 32 11
6 32 11
7 33 10
21 33 13
18 33 12
29 33 12
33 42 10
34 45 8
5 34 9
32 34 10
33 34 8
31 34 9
9 35 9
22 35 12
23 35 9
33 35 10
31 35 7
36 39 12
25 36 13
20 36 15
34 36 12
12 36 9
19 37 8
11 37 13
33 37 10
37 39 13
37 42 9
38 46 10
18 38 12
38 44 11
2 38 10
35 38 13
22 39 10
12 39 12
14 39 9
23 39 13
17 39 9
17 40 11
16 40 12
23 40 10
31 40 10
1 40 11
25 41 13
8 41 11
41 47 8
17 41 9
41 42 10
31 42 12
4 42 12
7 42 12
21 42 10
0 42 13
43 45 7
3 43 11
43 46 10
33 43 5
31 44 12
32 44 12
7 44 11
4 44 8
12 44 11
44 49 11
44 45 10
11 45 9
16 45 12
21 45 10
6 45 9
32 46 11
9 46 10
5 46 10
13 46 13
10 47 6
40 47 11
46 47 7
36 47 11
45 47 16
48 49 12
11 48 8
10 48 8
42 48 10
24 48 14
42 49 10
28 49 8
21 49 9
41 49 10
19 49 9
