50
0
4
6
5
8
9
2
2
3
4
8
3
6
7
8
6
7
4
10
3
5
2
2
10
5
3
7
8
5
5
1
7
9
2
3
9
6
4
9
8
8
6
4
8
7
9
2
8
5
10
0 25 12
0 29 7
0 36 9
0 18 13
0 34 8
1 12 12
1 6 9
1 36 9
1 49 12
2 35 13
2 14 13
2 7 11
2 21 9
3 37 11
3 9 11
3 12 12
3 45 11
3 26 10
4 10 9
2 4 8
4 21 11
4 14 15
4 22 10
5 42 7
5 9 9
2 5 13
5 6 10
5 24 14
6 39 10
6 30 12
6 40 10
6 35 10
6 22 7
7 13 8
7 49 9
7 19 9
7 10 12
7 48 11
3 7 12
4 8 10
1 8 10
8 49 13
3 8 12
8 13 9
9 12 13
9 43 13
9 29 11
10 37 10
10 22 7
10 31 8
10 23 11
10 39 9
11 46 11
11 47 11
11 13 12
11 39 11
11 48 11
11 35 8
12 43 9
8 12 9
12 30 12
0 12 12
12 25 11
12 19 9
13 30 13
13 18 12
13 28 13
2 13 8
0 13 13
6 14 11
14 16 10
14 32 9
14 48 13
0 14 11
14 15 13
15 27 13
15 43 11
15 22 10
15 36 11
7 16 12
6 16 15
11 16 9
16 34 8
4 16 6
16 31 11
17 18 9
17 32 12
17 23 12
11 17 9
16 17 8
18 45 13
18 21 9
18 30 11
8 19 10
19 40 12
4 19 13
19 24 9
19 27 7
16 20 13
7 20 10
20 29 12
20 37 9
21 49 10
21 48 11
10 21 11
21 31 11
21 23 5
6 21 8
16 22 14
8 22 12
22 40 9
22 23 11
22 37 10
22 49 13
23 44 8
23 36 11
23 47 11
2 23 10
23 28 11
23 38 11
23 24 10
6 24 12
13 24 15
24 42 12
24 26 13
11 24 12
25 30 9
23 25 11
24 25 10
25 47 12
25 48 9
25 37 10
25 32 12
18 26 12
26 42 10
25 26 8
8 26 7
6 26 8
26 49 9
0 27 12
27 30 11
27 45 12
28 44 15
28 35 9
21 28 12
28 36 12
28 42 6
23 29 9
16 29 9
29 45 12
17 29 9
29 39 11
15 29 11
30 31 9
1 30 8
26 30 12
24 30 8
15 31 10
18 31 14
31 37 12
12 31 11
31 46 10
31 33 9
5 32 10
32 48 10
32 35 12
0 32 8
32 44 15
7 32 12
15 33 7
26 33 10
33 46 8
7 33 11
33 38 8
34 45 10
33 34 10
34 43 12
6 34 9
14 34 15
2 34 11
29 35 11
20 35 10
9 35 13
12 35 10
29 36 12
36 38 11
25 36 12
36 40 13
36 44 14
37 39 8
5 37 12
13 37 11
30 37 12
14 37 9
36 37 11
38 46 7
38 39 7
2 38 6
19 38 9
37 38 11
33 39 10
13 39 8
26 39 11
30 39 8
39 41 7
7 39 12
40 47 11
3 40 14
7 40 13
40 45 12
17 40 11
38 41 9
28 41 10
22 41 9
12 41 12
9 42 10
31 42 10
21 42 12
42 45 9
42 48 9
10 43 12
4 43 9
19 43 13
8 43 14
1 44 12
5 44 12
41 44 9
15 44 11
10 44 12
14 44 13
23 45 9
36 45 11
38 45 14
24 45 13
7 46 8
46 49 14
29 46 10
24 46 12
41 46 8
8 47 10
7 47 9
30 47 13
45 47 10
39 47 10
16 48 13
1 48 9
17 48 12
29 48 11
18 49 9
41 49 11
37 49 12
29 49 14
42 49 12
