25
0
4
2
3
4
2
8
2
2
5
9
8
9
8
7
3
8
4
9
3
10
8
8
8
10
0 23 10
0 9 11
0 4 9
0 13 12
0 16 7
1 19 11
2 10 13
2 17 11
2 13 8
2 8 14
3 20 14
4 16 10
4 5 13
4 12 12
5 11 10
3 5 15
5 12 13
6 24 10
6 9 10
7 12 13
7 11 12
7 22 8
3 8 9
8 12 7
8 20 12
8 16 13
9 12 8
8 9 10
9 11 10
5 10 8
0 10 8
10 18 9
11 23 11
11 15 11
0 11 8
12 18 11
10 12 8
13 17 12
8 14 11
14 18 14
12 14 10
14 15 10
5 15 8
10 15 11
12 15 9
15 23 11
1 15 10
15 16 11
16 20 11
14 17 13
17 18 12
8 17 11
0 18 10
18 21 12
6 18 12
7 18 12
9 18 13
11 18 10
18 19 9
10 19 10
9 19 13
3 19 12
19 20 12
14 20 8
20 22 9
10 20 9
13 20 15
12 21 7
20 21 14
3 21 8
19 22 9
21 22 11
7 23 11
10 23 13
12 24 9
21 24 8
