25
0
4
1
1
5
2
9
3
9
6
10
10
2
6
2
9
6
2
9
8
9
3
6
9
4
0 5 8
0 4 10
0 21 9
0 19 10
0 22 11
1 21 11
1 6 11
1 22 10
2 4 11
2 18 12
2 14 7
2 21 12
3 21 13
3 8 11
3 15 11
4 19 11
4 12 11
3 4 9
4 17 14
5 20 9
5 6 9
2 5 12
6 24 11
6 10 10
6 9 10
7 21 12
7 16 10
7 13 11
7 19 12
8 12 12
8 21 10
1 8 10
9 24 12
9 18 11
10 17 14
10 16 12
11 24 10
3 11 8
11 23 11
5 11 8
12 16 11
12 21 12
13 14 11
5 13 10
12 14 13
14 20 11
0 14 11
0 15 6
5 15 8
16 24 8
16 20 10
11 16 12
16 22 13
16 19 10
11 17 8
6 17 14
5 17 12
17 23 10
16 17 12
18 19 12
0 18 10
10 18 12
19 24 10
14 19 10
9 19 11
11 20 11
1 20 9
17 20 8
11 21 8
6 21 11
16 21 11
21 22 13
15 21 13
5 22 9
12 22 11
7 22 12
1 23 11
9 23 13
16 23 13
2 24 9
4 24 10
22 24 11
