25
0
9
7
9
5
4
2
5
9
6
9
9
5
3
10
4
4
7
9
5
6
10
7
1
6
0 9 9
0 1 10
0 14 11
0 10 11
0 24 8
0 17 8
0 12 11
0 3 13
0 13 11
0 4 12
0 15 12
1 18 11
1 9 9
1 5 12
1 11 11
1 4 13
1 24 8
1 16 11
1 12 11
1 3 11
1 8 14
1 15 7
2 5 9
2 19 10
2 7 12
2 9 11
2 21 11
2 13 12
2 3 9
2 11 10
0 2 9
2 6 10
2 8 10
3 9 12
3 5 11
3 23 11
3 8 12
3 21 9
3 11 10
3 16 13
3 10 7
3 13 12
4 5 12
4 24 14
4 11 11
4 17 12
4 7 7
4 21 10
4 20 15
4 6 10
5 7 10
5 6 13
5 9 14
5 20 13
5 13 12
5 22 9
5 15 11
0 5 8
5 24 15
6 9 10
1 6 11
6 12 8
6 21 11
6 22 13
6 23 13
3 6 7
6 14 9
6 16 9
6 8 11
6 24 10
7 10 11
7 14 10
7 17 11
7 20 7
7 24 9
0 7 8
7 23 9
7 12 8
7 13 11
7 18 14
8 10 11
8 14 9
8 18 11
8 15 11
8 11 9
8 22 10
8 17 12
7 8 8
8 16 8
9 12 11
9 11 9
9 18 17
9 10 7
9 13 8
9 24 8
9 22 10
4 9 11
9 17 11
9 15 8
10 18 10
10 13 10
5 10 11
10 15 7
4 10 13
10 17 8
10 16 9
10 24 11
10 23 10
1 10 12
11 12 9
11 20 8
11 13 9
11 21 6
11 15 14
11 23 11
5 11 10
11 17 11
11 14 10
6 11 12
4 12 10
12 16 13
12 15 6
12 13 10
2 12 9
12 24 8
12 17 7
12 23 7
12 19 11
13 22 13
13 20 10
13 23 9
6 13 10
13 17 11
13 21 10
8 13 13
13 15 6
13 19 11
13 14 15
12 14 11
3 14 10
14 23 14
5 14 10
4 14 9
14 15 12
14 19 12
9 14 8
14 16 12
14 21 12
2 14 9
15 16 14
15 23 10
15 24 12
15 17 9
15 18 8
15 22 9
2 15 12
15 20 11
15 19 10
4 15 15
2 16 10
16 18 12
16 24 13
16 19 11
4 16 12
13 16 9
16 23 10
7 16 13
16 17 10
3 17 11
14 17 11
5 17 12
17 22 10
17 21 10
6 17 10
2 17 11
17 23 11
17 19 11
17 24 12
12 18 15
0 18 12
6 18 10
18 19 12
18 22 10
11 18 10
18 20 14
13 18 10
3 18 8
7 19 9
5 19 11
19 23 12
11 19 8
0 19 14
10 19 12
19 20 12
19 22 9
19 21 12
19 24 9
3 20 14
10 20 9
20 23 8
14 20 10
20 21 8
16 20 11
17 20 13
12 20 9
9 20 9
8 20 8
0 21 11
12 21 9
8 21 13
21 24 11
9 21 13
16 21 9
18 21 13
1 21 10
5 21 12
7 21 11
21 22 10
12 22 10
1 22 12
2 22 10
11 22 8
14 22 12
3 22 12
16 22 13
7 22 7
20 22 11
23 24 14
9 23 12
8 23 13
0 23 9
5 23 12
18 23 9
22 23 10
4 23 16
1 23 6
2 23 10
14 24 12
22 24 7
3 24 10
13 24 11
11 24 12
18 24 9
20 24 8
8 24 13
2 24 10
