25
0
1
9
2
7
2
7
3
2
2
9
8
9
1
5
6
6
8
5
2
2
5
8
6
3
0 10 13
0 16 10
1 23 9
1 10 12
2 10 8
0 2 12
2 7 8
2 23 10
3 24 11
3 7 11
3 6 11
2 4 9
4 12 7
4 20 11
4 11 12
5 14 11
5 23 7
6 7 9
6 22 12
6 17 15
1 7 11
5 7 10
8 21 12
8 20 9
8 14 9
9 10 9
9 18 11
8 9 12
10 15 7
10 22 13
3 10 11
6 10 12
11 14 9
11 22 11
10 11 9
12 13 15
12 14 13
6 12 9
13 18 12
0 13 11
11 13 11
2 14 9
0 15 14
14 15 11
7 15 10
5 16 12
16 20 12
17 23 11
14 17 8
18 19 8
18 24 10
12 18 13
10 18 11
3 19 8
0 19 9
12 19 12
7 19 11
1 20 11
2 20 12
3 20 12
11 21 10
13 21 9
16 21 11
9 22 9
22 23 11
7 22 12
12 23 13
13 23 12
12 24 11
17 24 9
